comment,preprocessed_comment
NICE TEACHER,"['nice', 'teacher']"
"All of those who wrote thing about her some of it is true. She is hard, but personally I think that she is a good professor.Her course is hard but only if you make it hard for yourself. She is not your friend she is your professor. Attend class, read, and study!! If you have questions ASK HER!!!! she is willing to help, if you are willing to learn","['wrote', 'thing', 'true', 'hard', 'personally', 'think', 'good', 'professorher', 'course', 'hard', 'make', 'hard', 'friend', 'professor', 'attend', 'class', 'read', 'study', 'questions', 'ask', 'willing', 'help', 'willing', 'learn']"
she knows what shes talking about! so dont try and challenge her. GO TO CLASS! you get attendance points and although she may not stress it at first in the end you will be screwed! her mid term is take home and the final is alright (both essays). although she is very picky about essays they need to be PERFECT!,"['knows', 'shes', 'talking', 'dont', 'try', 'challenge', 'go', 'class', 'get', 'attendance', 'points', 'although', 'may', 'stress', 'first', 'end', 'screwed', 'mid', 'term', 'take', 'home', 'final', 'alright', 'essays', 'although', 'picky', 'essays', 'need', 'perfect']"
"Yeah...I took the online classes, and though i learned a great deal from this class... the tests are SPECIFICALLY designed to hurt your grade. Don't take unless you love a challenge. I am not gonna lie however, i learned ALOT from this class.","['yeah', 'took', 'online', 'classes', 'though', 'learned', 'great', 'deal', 'class', 'tests', 'specifically', 'designed', 'hurt', 'grade', 'nt', 'take', 'unless', 'love', 'challenge', 'gon', 'na', 'lie', 'however', 'learned', 'alot', 'class']"
DO NOT TAKE!!! She is a very knowledgeable professor but her attitude is terrible. I?ve never had such a rude prof in my 4 years of college. One think for sure is that she enjoys be littling her students. The environment in her class feels very tense and her students are afarid to ask any Q. She needs an attitude adjustment thats for sure. She's a ,"['take', 'knowledgeable', 'professor', 'attitude', 'terrible', 'never', 'rude', 'prof', 'years', 'college', 'one', 'think', 'sure', 'enjoys', 'littling', 'students', 'environment', 'class', 'feels', 'tense', 'students', 'afarid', 'ask', 'q', 'needs', 'attitude', 'adjustment', 'thats', 'sure']"
"Her online class is terrible. She is not clear, the tests are specifically set up to hurt your grade, and she is not thorough in her explanations. For example, she makes typos and she doesn't post quizzes on the correct time she says she will. Not reliable, not learning, and unfun. DO NOT TAKE ONLINE. In person would've been much better","['online', 'class', 'terrible', 'clear', 'tests', 'specifically', 'set', 'hurt', 'grade', 'thorough', 'explanations', 'example', 'makes', 'typos', 'nt', 'post', 'quizzes', 'correct', 'time', 'says', 'reliable', 'learning', 'unfun', 'take', 'online', 'person', 'would', 'much', 'better']"
"Professor singles out students...NOT willing to help at all...most of her class is scared of her! Most students are scared to even ask questions. Got an A from doing all the work but am still traumatized by how she belittles her students. TERRIBLE experience in this class, would NOT recommend it at all","['professor', 'singles', 'students', 'willing', 'help', 'class', 'scared', 'students', 'scared', 'even', 'ask', 'questions', 'got', 'work', 'still', 'traumatized', 'belittles', 'students', 'terrible', 'experience', 'class', 'would', 'recommend']"
"This class is really easy Show up for class take, good notes during lectures & do the study guide. I NEVER read the book all I did was the study guide & I got an A on the tests. The research paper is really simple to do don't let the # of pages scare you because trust me you can fill up the 15 pages really fast.","['class', 'really', 'easy', 'show', 'class', 'take', 'good', 'notes', 'lectures', 'study', 'guide', 'never', 'read', 'book', 'study', 'guide', 'got', 'tests', 'research', 'paper', 'really', 'simple', 'nt', 'let', 'pages', 'scare', 'trust', 'fill', 'pages', 'really', 'fast']"
You gota work for an A. No smooth sailing here. BUT that being said test are extremly easy becuase she gives us every question on the test on the reveiws a week prior! Long but easy 14page paper due. She is an expert in her feild and is very passionate. Good proffesro but be ready to read and write!,"['gota', 'work', 'smooth', 'sailing', 'said', 'test', 'extremly', 'easy', 'becuase', 'gives', 'us', 'every', 'question', 'test', 'reveiws', 'week', 'prior', 'long', 'easy', 'paper', 'due', 'expert', 'feild', 'passionate', 'good', 'proffesro', 'ready', 'read', 'write']"
"I really liked her, but some people did not. I must admit, I was on her good side, so she liked me, but if you get on her bad side, forget it, she will tease you in class! Just show up on time, make sure you do the readings, and answer questions. A LOT of reading and a hard paper, but not too bad. Tests can be hard. I got an A, but I worked for it.","['really', 'liked', 'people', 'must', 'admit', 'good', 'side', 'liked', 'get', 'bad', 'side', 'forget', 'tease', 'class', 'show', 'time', 'make', 'sure', 'readings', 'answer', 'questions', 'lot', 'reading', 'hard', 'paper', 'bad', 'tests', 'hard', 'got', 'worked']"
"This teacher does not play around. She is pationate about what she is teaching. I have to admit she is really hard, but you learn a lot in her class. She goes over all the reading!!! She gives four test and they consist of short answers and short paragraphs. I recomend you start on your reserch project day one to avoid the stressing out.","['teacher', 'play', 'around', 'pationate', 'teaching', 'admit', 'really', 'hard', 'learn', 'lot', 'class', 'goes', 'reading', 'gives', 'four', 'test', 'consist', 'short', 'answers', 'short', 'paragraphs', 'recomend', 'start', 'reserch', 'project', 'day', 'one', 'avoid', 'stressing']"
I have never been so disgusted to have a Professor who completely disregards the fact that she is dealing with adults.  Regardless of the fact some students are there fresh from High School doesn?t mean she has free reign to belittle students intelligence. I hope she learns social skills to go along with her vast knowledge!  Then maybe she may be a,"['never', 'disgusted', 'professor', 'completely', 'disregards', 'fact', 'dealing', 'adults', 'regardless', 'fact', 'students', 'fresh', 'high', 'school', 'mean', 'free', 'reign', 'belittle', 'students', 'intelligence', 'hope', 'learns', 'social', 'skills', 'go', 'along', 'vast', 'knowledge', 'maybe', 'may']"
"This professor is extremely hard. She is rude, inconsiderate, condescending, disrespectful and treats her students as if they are five years old. There are four finals in the class-one every few weeks. This teacher needs to go and teach high school.","['professor', 'extremely', 'hard', 'rude', 'inconsiderate', 'condescending', 'disrespectful', 'treats', 'students', 'five', 'years', 'old', 'four', 'finals', 'classone', 'every', 'weeks', 'teacher', 'needs', 'go', 'teach', 'high', 'school']"
"This class is not for lazy students. There is a lot of work and reading, but its really easy once you do it. She gives 4 quizes which are short answers/short paragraphs and that's really easy since she gives a study guide with the same exact questions on the test. Keep up with the readings and make sure you start the site project early!!","['class', 'lazy', 'students', 'lot', 'work', 'reading', 'really', 'easy', 'gives', 'quizes', 'short', 'answersshort', 'paragraphs', 'really', 'easy', 'since', 'gives', 'study', 'guide', 'exact', 'questions', 'test', 'keep', 'readings', 'make', 'sure', 'start', 'site', 'project', 'early']"
She's very intelligent and has a good grasp on the subject and makes class interesting.  I definitely would have to say she's a great professor thus far.  She's also very cute and has beautiful eyes.  For you recent highschoolers: Make sure you remember this is college and treat this class as such...  I don't think she tolerates kiddish behavior.AN,"['intelligent', 'good', 'grasp', 'subject', 'makes', 'class', 'interesting', 'definitely', 'would', 'say', 'great', 'professor', 'thus', 'far', 'also', 'cute', 'beautiful', 'eyes', 'recent', 'highschoolers', 'make', 'sure', 'remember', 'college', 'treat', 'class', 'nt', 'think', 'tolerates', 'kiddish', 'behavioran']"
"Class is easy if you keep up with class readings. You'll be given the exam questions which are exactly the same in the test, short answers/paragraphs. Sometimes there are some bonus questions. The hard part is the site visiting project which requires a lot of time. If you wanna get an A, take this class.","['class', 'easy', 'keep', 'class', 'readings', 'given', 'exam', 'questions', 'exactly', 'test', 'short', 'answersparagraphs', 'sometimes', 'bonus', 'questions', 'hard', 'part', 'site', 'visiting', 'project', 'requires', 'lot', 'time', 'wan', 'na', 'get', 'take', 'class']"
"Prof. Sandoval is a good professor who is willing to help out students. The class may be a bit difficult for being lower division, but the work load is very manageable for students who are serious about college. She offers extra credit opportunitied as well, which helps a lot.","['prof', 'sandoval', 'good', 'professor', 'willing', 'help', 'students', 'class', 'may', 'bit', 'difficult', 'lower', 'division', 'work', 'load', 'manageable', 'students', 'serious', 'college', 'offers', 'extra', 'credit', 'opportunitied', 'well', 'helps', 'lot']"
hello SHE IS SO HARD FOR CSUN. YES we are in college. NO TAKE,"['hello', 'hard', 'csun', 'yes', 'college', 'take']"
"Okay so she does flip her hair every 5 seconds but so what, who cares. I honestly thought she was a great professor & i learned so much from her. All these people below me probably didnt like her cause they got a bad grade in her class cause she isnt easy, but hello we are in college! Take her if your actually going to pay attention & want to learn","['okay', 'flip', 'hair', 'every', 'seconds', 'cares', 'honestly', 'thought', 'great', 'professor', 'learned', 'much', 'people', 'probably', 'didnt', 'like', 'cause', 'got', 'bad', 'grade', 'class', 'cause', 'isnt', 'easy', 'hello', 'college', 'take', 'actually', 'going', 'pay', 'attention', 'want', 'learn']"
"It feels sad to see all of these negative comments, but a lot of them are very true. She makes me want to reach out to her because she is so hardened and somewhere deep in her is a heart, but we can't see it.  I wish that she could feel human warmth and love. She will. Be tolerant and understand that she's in a process like all of us are. Be nice.","['feels', 'sad', 'see', 'negative', 'comments', 'lot', 'true', 'makes', 'want', 'reach', 'hardened', 'somewhere', 'deep', 'heart', 'ca', 'nt', 'see', 'wish', 'could', 'feel', 'human', 'warmth', 'love', 'tolerant', 'understand', 'process', 'like', 'us', 'nice']"
She clearly has insecurity issues and takes it out on other women in her class she thinks are her competition.  Having a PHD for her is seriously only a professional HATER DEGREE.  So much for her XICANA solidarity.  I guess she needs a man!,"['clearly', 'insecurity', 'issues', 'takes', 'women', 'class', 'thinks', 'competition', 'phd', 'seriously', 'professional', 'hater', 'degree', 'much', 'xicana', 'solidarity', 'guess', 'needs', 'man']"
"This professor is a great professor she tells you what she is looking for in the 6 papers you wil have to write.  The is a small quiz at the begining of each class on the reading.  So reading is madatory!! No final but you will have a big project.  DO NOT TAKE THIS CLASS IF YOUR LAZY, DONT LIKE TO WORK OR READ, OR IF YOUR LOOKING FOR AN EASY A.","['professor', 'great', 'professor', 'tells', 'looking', 'papers', 'wil', 'write', 'small', 'quiz', 'begining', 'class', 'reading', 'reading', 'madatory', 'final', 'big', 'project', 'take', 'class', 'lazy', 'dont', 'like', 'work', 'read', 'looking', 'easy']"
IF YOU KEEP UP WITH THE DAILY READING THE CLASS IS A SINCH.,"['keep', 'daily', 'reading', 'class', 'sinch']"
MY WHOLE LIFE IVE HATED HISTORY AND FOR THE 1ST TIME I LOVED A HIST CLASS..There are only 4 quizzes and they r exactly like the study guide..She really knows her stuff..she assigns a hist project..do it on time because its pretty long...GREAT CLASS!! she can be rude sometimes but she likes teaching!,"['whole', 'life', 'ive', 'hated', 'history', 'time', 'loved', 'hist', 'class', 'quizzes', 'r', 'exactly', 'like', 'study', 'guide', 'really', 'knows', 'stuff', 'assigns', 'hist', 'project', 'time', 'pretty', 'long', 'great', 'class', 'rude', 'sometimes', 'likes', 'teaching']"
"sandoval is a great prof. alot or work & alot of reading BUT i gurantee, u will learn!! i enjoyed her class, she always had interesting lectures and she is a very brilliant woman.she has a passion for teaching!","['sandoval', 'great', 'prof', 'alot', 'work', 'alot', 'reading', 'gurantee', 'u', 'learn', 'enjoyed', 'class', 'always', 'interesting', 'lectures', 'brilliant', 'womanshe', 'passion', 'teaching']"
"Honestly, eventhough she can be a b*tch sometimes, the class is pretty easy. She gives study guides that are exactly like her quizes. The material is a little repetative and boring. U learn some interesting stuff. Just do the work, dont get on her bad side, and u will be fine. Oh, and she always says &quot;RIGHT&quot;.","['honestly', 'eventhough', 'b', 'tch', 'sometimes', 'class', 'pretty', 'easy', 'gives', 'study', 'guides', 'exactly', 'like', 'quizes', 'material', 'little', 'repetative', 'boring', 'u', 'learn', 'interesting', 'stuff', 'work', 'dont', 'get', 'bad', 'side', 'u', 'fine', 'oh', 'always', 'says', 'quot', 'right', 'quot']"
"Great teacher that teaches with much passion for the subject.  She will make you learn, think, and will motivate to do your best.  There is alot of readings and papers, but no final or midterms, which is a great bonus.. I learned sooooooooooo much and the class was worth it all.","['great', 'teacher', 'teaches', 'much', 'passion', 'subject', 'make', 'learn', 'think', 'motivate', 'best', 'alot', 'readings', 'papers', 'final', 'midterms', 'great', 'bonus', 'learned', 'sooooooooooo', 'much', 'class', 'worth']"
"Sandoval can be mean to people at times and she calls people out when they did not do anything wrong. The material presented is excellent yet repetitive. The reading is a lot for this class and the quizzes are easy. The four critical essays are easy, but the historical project is hard and unnecessary (especially the Museum of American West part).","['sandoval', 'mean', 'people', 'times', 'calls', 'people', 'anything', 'wrong', 'material', 'presented', 'excellent', 'yet', 'repetitive', 'reading', 'lot', 'class', 'quizzes', 'easy', 'four', 'critical', 'essays', 'easy', 'historical', 'project', 'hard', 'unnecessary', 'especially', 'museum', 'american', 'west', 'part']"
"Yes, there is ALOT of reading and quite a few papers. Final paper was 11-15 pages of research. I will admit, it's not pleasant to take her, but she does know her stuff. She's also not very approachable. She grades adequately. If you don't like to write, don't take her; although I hate writing and I still got an A!","['yes', 'alot', 'reading', 'quite', 'papers', 'final', 'paper', 'pages', 'research', 'admit', 'pleasant', 'take', 'know', 'stuff', 'also', 'approachable', 'grades', 'adequately', 'nt', 'like', 'write', 'nt', 'take', 'although', 'hate', 'writing', 'still', 'got']"
I took her in my sophmore year and I am not a pro at writing. 3 books and one essay for each 1 group project that I hated because she made it seem like a lot of your grade and it was only like 5% and the final is essay making your own theory. Class was intense but I proved to her that I can get an A in the class. &quot;RIGHT&quot;,"['took', 'sophmore', 'year', 'pro', 'writing', 'books', 'one', 'essay', 'group', 'project', 'hated', 'made', 'seem', 'like', 'lot', 'grade', 'like', 'final', 'essay', 'making', 'theory', 'class', 'intense', 'proved', 'get', 'class', 'quot', 'right', 'quot']"
"She isn't that bad. She gives quizes every thursday, but she lets u know exactly what to read for the quiz. No final, just a project/paper: you have to visit a few museums and write a paper. She also gives a few essays (about four) based on the readings. Easy grader.","['nt', 'bad', 'gives', 'quizes', 'every', 'thursday', 'lets', 'u', 'know', 'exactly', 'read', 'quiz', 'final', 'projectpaper', 'visit', 'museums', 'write', 'paper', 'also', 'gives', 'essays', 'four', 'based', 'readings', 'easy', 'grader']"
She is so RUDE and unhelpful. Every other word she says is &quot;right&quot; and she thinks she is so good because she got her P.H.D.  She does not like female students but pays a lot of attention to the guys. The work is pretty easy but there is a lot of reading and she WILL make you look stupid if you don't know the answer. I would not take her again.,"['rude', 'unhelpful', 'every', 'word', 'says', 'quot', 'right', 'quot', 'thinks', 'good', 'got', 'phd', 'like', 'female', 'students', 'pays', 'lot', 'attention', 'guys', 'work', 'pretty', 'easy', 'lot', 'reading', 'make', 'look', 'stupid', 'nt', 'know', 'answer', 'would', 'take']"
She is very difficult.  Too much writing and too much attitude with it.  Very much into herself and not helpful. Make sure you do the readings if not she will point it out to the whole class.,"['difficult', 'much', 'writing', 'much', 'attitude', 'much', 'helpful', 'make', 'sure', 'readings', 'point', 'whole', 'class']"
grip of reading annoying assignments,"['grip', 'reading', 'annoying', 'assignments']"
"she has major attitude problems. she still thinks like a kid.She flips her hair all day,says right a hundred times an hour and gives dirty looks. the class itself is easy A, but only if you can put up with her rudeness and treating adults like children. if u need an easy A go for it but the class is pointless.","['major', 'attitude', 'problems', 'still', 'thinks', 'like', 'kidshe', 'flips', 'hair', 'day', 'says', 'right', 'hundred', 'times', 'hour', 'gives', 'dirty', 'looks', 'class', 'easy', 'put', 'rudeness', 'treating', 'adults', 'like', 'children', 'u', 'need', 'easy', 'go', 'class', 'pointless']"
Easy class,"['easy', 'class']"
"Yeah, there is some work to do in this class, but not something out if this world. She grades fairly and is willing to help. She is definitely easier that other CHS professors.","['yeah', 'work', 'class', 'something', 'world', 'grades', 'fairly', 'willing', 'help', 'definitely', 'easier', 'chs', 'professors']"
She has major attitude problem and tried to make me feel stupid when asking questions. She favored her student with a chicano backround and treated the rest of us like seconed rate students.  If it were not for her bias grading I would have received a 4.0 but thanks to her B I did not.  I was one step short of complaining to the department head.,"['major', 'attitude', 'problem', 'tried', 'make', 'feel', 'stupid', 'asking', 'questions', 'favored', 'student', 'chicano', 'backround', 'treated', 'rest', 'us', 'like', 'seconed', 'rate', 'students', 'bias', 'grading', 'would', 'received', 'thanks', 'b', 'one', 'step', 'short', 'complaining', 'department', 'head']"
No Comments,['comments']
"a lot of reading, but not hard","['lot', 'reading', 'hard']"
strict but in a easy way. If you get on her bad side she can be a meanie but she what students need to prosper.,"['strict', 'easy', 'way', 'get', 'bad', 'side', 'meanie', 'students', 'need', 'prosper']"
"This class could have been a good class but she has a horrible attitude problem. She is mean and demeaning to students. When you answer questions she looks at u like ur stupid. Every other word out of her mouth is &quot;RIGHT&#63;&quot;, UGH!!!Don't take her!!","['class', 'could', 'good', 'class', 'horrible', 'attitude', 'problem', 'mean', 'demeaning', 'students', 'answer', 'questions', 'looks', 'u', 'like', 'ur', 'stupid', 'every', 'word', 'mouth', 'quot', 'right', 'quot', 'ugh', 'nt', 'take']"
"Don't take this and expect an easy A. But if you're interested and work hard you will done fine. Don't cross her, she means business.","['nt', 'take', 'expect', 'easy', 'interested', 'work', 'hard', 'done', 'fine', 'nt', 'cross', 'means', 'business']"
"she does have an attitude, but i managed to get B in the class and i didnt read all the material. I also didnt do the oral presentation. The class is easy just try not to miss any lectures, turn in all the journals, and kinda a avoid her cuz shes ****y( she doesnt like to explain her self twice)","['attitude', 'managed', 'get', 'b', 'class', 'didnt', 'read', 'material', 'also', 'didnt', 'oral', 'presentation', 'class', 'easy', 'try', 'miss', 'lectures', 'turn', 'journals', 'kinda', 'avoid', 'cuz', 'shes', 'doesnt', 'like', 'explain', 'self', 'twice']"
"Really easy grader but a lot of reading. Horrible attitude, which creates an uncomfortable classroom environment.  Do all the reading, write all the journals, do a  5 minute culture presentation, and put up with her annoying attitude and get an A in the class.","['really', 'easy', 'grader', 'lot', 'reading', 'horrible', 'attitude', 'creates', 'uncomfortable', 'classroom', 'environment', 'reading', 'write', 'journals', 'minute', 'culture', 'presentation', 'put', 'annoying', 'attitude', 'get', 'class']"
"GET RID OF HER!!!!!! SHE IS DISGRACE TO THE CHICANO STUDIES DEPARTMENT!!! That is why she was let go at ELAC, she sucks","['get', 'rid', 'disgrace', 'chicano', 'studies', 'department', 'let', 'go', 'elac', 'sucks']"
"Ok, for a 400 level class; this class is not that bad.  For just a GE grade (like me) it is super hard.  I had to work my ass off for my A-.  The class is passable but don´t expect to miss any classes or do little reading.  There are no tests in the class, but the excessive work and reading make up.","['ok', 'level', 'class', 'class', 'bad', 'ge', 'grade', 'like', 'super', 'hard', 'work', 'ass', 'class', 'passable', 'expect', 'miss', 'classes', 'little', 'reading', 'tests', 'class', 'excessive', 'work', 'reading', 'make']"
OMG this lady stresses you alot I got an A but I worked my ass off! not an easy class and not a very likeable professor either...,"['omg', 'lady', 'stresses', 'alot', 'got', 'worked', 'ass', 'easy', 'class', 'likeable', 'professor', 'either']"
Her lectures helped me to understand some of the material. Only thing I disliked about her was the fact that the papers had to be a certain length or else she wouldn't even bother grading it.,"['lectures', 'helped', 'understand', 'material', 'thing', 'disliked', 'fact', 'papers', 'certain', 'length', 'else', 'would', 'nt', 'even', 'bother', 'grading']"
"I got an A in this class, but man, was it stressful!  The excessive reading and writing wore me out.  Sure, a lot is learned (mainly through the reading and writing, not the lectures), but it comes at a high cost.  CHS100 with Sandoval should count as a six-units course; that's how demanding it is!","['got', 'class', 'man', 'stressful', 'excessive', 'reading', 'writing', 'wore', 'sure', 'lot', 'learned', 'mainly', 'reading', 'writing', 'lectures', 'comes', 'high', 'cost', 'sandoval', 'count', 'sixunits', 'course', 'demanding']"
No Comments,['comments']
"I am a woman so don't make this a gnedr thing.   This is about Sandoval being a horrible teacher.Its clear she loathes being here and disrespects her students. If she doesn't like CSU, she should find another university. She gets an F from a one of her female students.","['woman', 'nt', 'make', 'gnedr', 'thing', 'sandoval', 'horrible', 'teacherits', 'clear', 'loathes', 'disrespects', 'students', 'nt', 'like', 'csu', 'find', 'another', 'university', 'gets', 'f', 'one', 'female', 'students']"
No Comments,['comments']
Shut Up and take the easy class. Thats hat we really want.,"['shut', 'take', 'easy', 'class', 'thats', 'hat', 'really', 'want']"
"She is disrespectful,rude,arrogant.Should not be teaching at the university level.Topic could be meaningful but her teaching trivializes and trashes the very importance and essence of Chicano Studies. Didn't learn anything. Her class made me disgusted and turned me off. Avoid her.","['disrespectful', 'rude', 'arrogantshould', 'teaching', 'university', 'leveltopic', 'could', 'meaningful', 'teaching', 'trivializes', 'trashes', 'importance', 'essence', 'chicano', 'studies', 'nt', 'learn', 'anything', 'class', 'made', 'disgusted', 'turned', 'avoid']"
"prof sandoval is so full of herself we were only allowed to refer to her as dr. sandoval, what a stupid btch","['prof', 'sandoval', 'full', 'allowed', 'refer', 'dr', 'sandoval', 'stupid', 'btch']"
"This teacher has no respect for her students.  She feels she is very educated scholarly, but when it comes to social skills and treating other with respect she has no skills.  She needs to realize that we also deserve respect, just as we give her.  She really needs to learn to respect everyone.","['teacher', 'respect', 'students', 'feels', 'educated', 'scholarly', 'comes', 'social', 'skills', 'treating', 'respect', 'skills', 'needs', 'realize', 'also', 'deserve', 'respect', 'give', 'really', 'needs', 'learn', 'respect', 'everyone']"
"this teacher is on a high horse about being chicana, all material is female oriented and singles out all the men in the class. treats intro 100 level class way to strict w, too much work. 2 4p papers, oral and a 6 pg in class final for an intro 100 level course&#63;! extremely moody, and offensive","['teacher', 'high', 'horse', 'chicana', 'material', 'female', 'oriented', 'singles', 'men', 'class', 'treats', 'intro', 'level', 'class', 'way', 'strict', 'w', 'much', 'work', 'papers', 'oral', 'pg', 'class', 'final', 'intro', 'level', 'course', 'extremely', 'moody', 'offensive']"
She is a nightmare and a disgrace to the Chicano Studies department. She was terrible at East LA College and here too! Has no clue how to treat people. Terrible,"['nightmare', 'disgrace', 'chicano', 'studies', 'department', 'terrible', 'east', 'la', 'college', 'clue', 'treat', 'people', 'terrible']"
"this professor is a total b&*#!  she humilates her students and she is not very understanding of their personal problems. &quot;RIGHT&#63;&quot; She marks you tardy if you're late, we are college students here, not high schoolers!!!  She needs to learn some social skills, &quot;RIGHT&#63;&quot;","['professor', 'total', 'b', 'humilates', 'students', 'understanding', 'personal', 'problems', 'quot', 'right', 'quot', 'marks', 'tardy', 'late', 'college', 'students', 'high', 'schoolers', 'needs', 'learn', 'social', 'skills', 'quot', 'right', 'quot']"
No Comments,['comments']
"Avoid her if you can, especially if you are a man. She will not listen to any opinions or comments. She is a major %@&#*! She does not care about her students and will insult you in front of everyone. If you do not go along with her comments or worse state an opposition be prepared to be humiliated.","['avoid', 'especially', 'man', 'listen', 'opinions', 'comments', 'major', 'care', 'students', 'insult', 'front', 'everyone', 'go', 'along', 'comments', 'worse', 'state', 'opposition', 'prepared', 'humiliated']"
No Comments,['comments']
"THIS PROFESSOR IS VERY CLEAR AND THE CLASS IS VERY INTERESTING. I LEARNED SO MUCH IN ONLY ONE SEMESTER. YET, SHE CAN BE A *****. HER ATTITUDE CAN BE A BIT MOODY..","['professor', 'clear', 'class', 'interesting', 'learned', 'much', 'one', 'semester', 'yet', 'attitude', 'bit', 'moody']"
No Comments,['comments']
professor Sandoval is a very good teacher. i learned so much about my heritage that i didnt know before i even took her class.  She incorporates her youthfullness into her lectures which allow the students to realted...plus she's definitly a hottie.,"['professor', 'sandoval', 'good', 'teacher', 'learned', 'much', 'heritage', 'didnt', 'know', 'even', 'took', 'class', 'incorporates', 'youthfullness', 'lectures', 'allow', 'students', 'realted', 'plus', 'definitly', 'hottie']"
"This teacher is awesome, not to mention beautiful.  She is a great person in and out.  She grades easy.  She requires you to work and learn, but take it from me (someone who doesnt learn very well) you will learn much in her class.  You will like it.","['teacher', 'awesome', 'mention', 'beautiful', 'great', 'person', 'grades', 'easy', 'requires', 'work', 'learn', 'take', 'someone', 'doesnt', 'learn', 'well', 'learn', 'much', 'class', 'like']"
"She is a beautiful person inside and out. She is very caring and helpful, she gives you helpful study guides and does not throw you off. You actually learn in her class because she is an intelligent and interesting woman. I definetly recommend her","['beautiful', 'person', 'inside', 'caring', 'helpful', 'gives', 'helpful', 'study', 'guides', 'throw', 'actually', 'learn', 'class', 'intelligent', 'interesting', 'woman', 'definetly', 'recommend']"
"She teaches good. You definetly stay up in her class. Her class reader is specific and well developed, just like her.","['teaches', 'good', 'definetly', 'stay', 'class', 'class', 'reader', 'specific', 'well', 'developed', 'like']"
"Prof Gardner didnt move on until everyone understood. The practice questions that he provides are helpful, do them! Attendance is definitely important for this class. He is entertaining and kept us engaged. There are 4 tests total, not cumulative, no final.","['prof', 'gardner', 'didnt', 'move', 'everyone', 'understood', 'practice', 'questions', 'provides', 'helpful', 'attendance', 'definitely', 'important', 'class', 'entertaining', 'kept', 'us', 'engaged', 'tests', 'total', 'cumulative', 'final']"
"Great professor! Only 4 tests, and no final.  A game of jeopardy for extra credit at the end of the semester","['great', 'professor', 'tests', 'final', 'game', 'jeopardy', 'extra', 'credit', 'end', 'semester']"
Doesn't matter if you study or not theres no way you're going to pass this class. Whats in the book and in his lectures is not on the tests at all. No opportunity for extra credit. Has a sign in sheet and if you're 0.2 seconds late he makes you sign the late sheet. You can only be absent once to receive 15 points at the end of the semester.,"['nt', 'matter', 'study', 'theres', 'way', 'going', 'pass', 'class', 'whats', 'book', 'lectures', 'tests', 'opportunity', 'extra', 'credit', 'sign', 'sheet', 'seconds', 'late', 'makes', 'sign', 'late', 'sheet', 'absent', 'receive', 'points', 'end', 'semester']"
"Amazing professor! His lectures are so much fun! He is hilarious and makes the lectures easy to understand. He explains everything so well! He only grades 4 exams, and attendance. He doesn't collect hw nor its mandatory. He picks a lot of interesting topics out of the book that interested me very well! I would take his class again!","['amazing', 'professor', 'lectures', 'much', 'fun', 'hilarious', 'makes', 'lectures', 'easy', 'understand', 'explains', 'everything', 'well', 'grades', 'exams', 'attendance', 'nt', 'collect', 'hw', 'mandatory', 'picks', 'lot', 'interesting', 'topics', 'book', 'interested', 'well', 'would', 'take', 'class']"
"Gardner is an amazing teacher attend the classes and you will do fine.  He explains the material very clear. There are only 4 tests and it is not cumulative. His power point and the chapter outlines help, there are readings from the book that helps with the test.","['gardner', 'amazing', 'teacher', 'attend', 'classes', 'fine', 'explains', 'material', 'clear', 'tests', 'cumulative', 'power', 'point', 'chapter', 'outlines', 'help', 'readings', 'book', 'helps', 'test']"
OMG THE BEST PROFESSOR EVER!!!! I look forward to his class. His lectures are so much fun!! He lets you take a test then you take a group test again as a group to get a chance to raise score! He gives extra credit if you attend all his classes. TAKE HIM!!,"['omg', 'best', 'professor', 'ever', 'look', 'forward', 'class', 'lectures', 'much', 'fun', 'lets', 'take', 'test', 'take', 'group', 'test', 'group', 'get', 'chance', 'raise', 'score', 'gives', 'extra', 'credit', 'attend', 'classes', 'take']"
"Oh my. God, I love professor Gardner. He makes his class easy to understand, he's so funny, always talking about his wife (Robin), his tests are relatively easy. Just read READ the book. If you do you'll pass with an A. I got a 100% in the class just reading the book and going to class. He also offers extra credit if you don't miss class.","['oh', 'god', 'love', 'professor', 'gardner', 'makes', 'class', 'easy', 'understand', 'funny', 'always', 'talking', 'wife', 'robin', 'tests', 'relatively', 'easy', 'read', 'read', 'book', 'pass', 'got', 'class', 'reading', 'book', 'going', 'class', 'also', 'offers', 'extra', 'credit', 'nt', 'miss', 'class']"
"Amazing professor. Super Funny too! You have to show up to every class though. He's tough but he helps you so much. Basically, if you don't want to try then you probably wont pass. I had to study for this class and it was not easy but I passed it because I worked hard. So you can all do it too. I recommend him.","['amazing', 'professor', 'super', 'funny', 'show', 'every', 'class', 'though', 'tough', 'helps', 'much', 'basically', 'nt', 'want', 'try', 'probably', 'wont', 'pass', 'study', 'class', 'easy', 'passed', 'worked', 'hard', 'recommend']"
"He is such a great guy!! Super funny, makes class fun and enjoyable. I have taken him 4 times and I wish I could keep taking his classes. He cares about his students and will repeat himself numerous times or until you get it to make sure you understand the concept. He is one of my favorite teachers!!","['great', 'guy', 'super', 'funny', 'makes', 'class', 'fun', 'enjoyable', 'taken', 'times', 'wish', 'could', 'keep', 'taking', 'classes', 'cares', 'students', 'repeat', 'numerous', 'times', 'get', 'make', 'sure', 'understand', 'concept', 'one', 'favorite', 'teachers']"
